name	taxonomy_id	taxonomy_lvl	FMD_002_num	FMD_002_frac	FMD_003_num	FMD_003_frac	FMD_004_num	FMD_004_frac	FMD_006_num	FMD_006_frac	FMD_007_num	FMD_007_frac	FMD_008_num	FMD_008_frac	FMD_009_num	FMD_009_frac	FMD_012_num	FMD_012_frac	FMD_013_num	FMD_013_frac	FMD_014_num	FMD_014_frac	FMD_015_num	FMD_015_frac	FMD_017_num	FMD_017_frac	FMD_021_num	FMD_021_frac	FMD_023_num	FMD_023_frac	FMD_024_num	FMD_024_frac	FMD_025_num	FMD_025_frac	FMD_026_num	FMD_026_frac	FMD_027_num	FMD_027_frac	FMD_028_num	FMD_028_frac	FMD_029_num	FMD_029_frac	FMD_032_num	FMD_032_frac	FMD_033_num	FMD_033_frac	FMD_034_num	FMD_034_frac	FMD_035_num	FMD_035_frac	FMD_037_num	FMD_037_frac	FMD_038_num	FMD_038_frac	FMD_039_040_num	FMD_039_040_frac	FMD_043_044_num	FMD_043_044_frac	FMD_050_num	FMD_050_frac	FMD_051_num	FMD_051_frac	FMD_052_num	FMD_052_frac	FMD_058_num	FMD_058_frac	FMD_059_num	FMD_059_frac	NC1_num	NC1_frac	NC2_num	NC2_frac	NC3_num	NC3_frac	NC4_num	NC4_frac
Streptococcus sp. CNU 77-61	2684658	S	0	0.00000	93	0.00001	0	0.00000	95	0.00001	40	0.00001	57	0.00000	64	0.00001	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	100	0.00002	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	121	0.00002	0	0.00000	0	0.00000	40	0.00001	35	0.00001	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Prevotella enoeca	76123	S	16	0.00000	275	0.00002	207	0.00005	404	0.00003	250	0.00005	392	0.00003	230	0.00002	376	0.00005	20	0.00002	0	0.00000	149	0.00001	0	0.00000	13	0.00001	0	0.00000	147	0.00002	217	0.00001	0	0.00000	27	0.00002	12	0.00002	17	0.00001	0	0.00000	30	0.00002	243	0.00003	27	0.00001	68	0.00003	103	0.00001	128	0.00002	42	0.00002	274	0.00010	52	0.00003	18	0.00001	23	0.00001	37	0.00002	19	0.00000	0	0.00000	0	0.00000	0	0.00000
Roseobacter litoralis	42443	S	53	0.00002	244	0.00002	105	0.00003	342	0.00003	54	0.00001	559	0.00004	258	0.00002	115	0.00001	14	0.00001	0	0.00000	293	0.00003	0	0.00000	62	0.00003	0	0.00000	171	0.00003	393	0.00002	0	0.00000	23	0.00002	11	0.00002	44	0.00003	0	0.00000	11	0.00001	116	0.00002	31	0.00001	21	0.00001	137	0.00002	93	0.00002	17	0.00001	43	0.00002	62	0.00004	29	0.00002	37	0.00001	19	0.00001	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Streptomyces pristinaespiralis	38300	S	159	0.00005	632	0.00005	161	0.00004	602	0.00005	209	0.00004	612	0.00005	575	0.00005	813	0.00010	31	0.00003	37	0.00003	531	0.00005	48	0.00009	139	0.00006	53	0.00017	372	0.00006	842	0.00005	18	0.00010	20	0.00001	26	0.00004	47	0.00003	64	0.00008	59	0.00004	434	0.00006	227	0.00008	128	0.00006	202	0.00003	325	0.00006	91	0.00004	85	0.00003	79	0.00005	93	0.00006	870	0.00028	97	0.00006	0	0.00000	0	0.00000	32	0.00011	0	0.00000
Limosilactobacillus gastricus	227942	S	0	0.00000	24	0.00000	0	0.00000	14	0.00000	0	0.00000	0	0.00000	26	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	20	0.00000	14	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	20	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Exiguobacterium sp. S3-2	1389960	S	0	0.00000	157	0.00001	0	0.00000	163	0.00001	74	0.00001	138	0.00001	212	0.00002	112	0.00001	0	0.00000	0	0.00000	159	0.00001	0	0.00000	0	0.00000	0	0.00000	122	0.00002	118	0.00001	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	69	0.00001	49	0.00002	0	0.00000	0	0.00000	56	0.00001	159	0.00008	0	0.00000	113	0.00007	0	0.00000	120	0.00004	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Enterobacter hormaechei	158836	S	1231	0.00036	7561	0.00058	4074	0.00102	3780	0.00032	2092	0.00039	1409	0.00011	2427	0.00020	3725	0.00046	299	0.00028	261	0.00018	8011	0.00073	77	0.00014	490	0.00021	265	0.00087	1054	0.00016	9906	0.00057	99	0.00057	535	0.00036	409	0.00059	177	0.00011	542	0.00072	323	0.00022	4545	0.00060	3461	0.00124	1671	0.00078	2295	0.00029	2578	0.00046	1321	0.00064	18669	0.00658	1376	0.00082	611	0.00039	944	0.00030	444	0.00026	11893	0.00248	46665	0.03661	1942	0.00650	109	0.00150
Agrococcus sp. SGAir0287	2070347	S	1103	0.00032	2171	0.00017	393	0.00010	2009	0.00017	607	0.00011	1607	0.00012	1859	0.00015	1253	0.00015	114	0.00010	46	0.00003	1668	0.00015	87	0.00016	315	0.00013	0	0.00000	1079	0.00017	5567	0.00032	17	0.00010	115	0.00008	63	0.00009	95	0.00006	73	0.00010	94	0.00007	1451	0.00019	316	0.00011	299	0.00014	1114	0.00014	1170	0.00021	209	0.00010	138	0.00005	221	0.00013	172	0.00011	579	0.00018	134	0.00008	71	0.00001	0	0.00000	36	0.00012	0	0.00000
Gluconobacter oxydans	442	S	77	0.00002	419	0.00003	136	0.00003	358	0.00003	139	0.00003	353	0.00003	431	0.00003	269	0.00003	26	0.00002	0	0.00000	376	0.00003	0	0.00000	64	0.00003	0	0.00000	214	0.00003	233	0.00001	14	0.00008	41	0.00003	26	0.00004	81	0.00005	18	0.00002	65	0.00005	238	0.00003	93	0.00003	77	0.00004	192	0.00002	185	0.00003	49	0.00002	45	0.00002	59	0.00004	66	0.00004	76	0.00002	39	0.00002	33	0.00001	0	0.00000	20	0.00007	0	0.00000
Shewanella japonica	93973	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	26	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	27	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	122	0.00002	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Cronobacter virus CR3	1914897	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	66	0.00001	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Methanosarcina lacustris	170861	S	0	0.00000	14	0.00000	0	0.00000	0	0.00000	0	0.00000	15	0.00000	11	0.00000	22	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	38	0.00013	22	0.00000	12	0.00000	0	0.00000	11	0.00001	0	0.00000	0	0.00000	51	0.00007	11	0.00001	14	0.00000	12	0.00000	0	0.00000	35	0.00000	14	0.00000	0	0.00000	14	0.00000	0	0.00000	0	0.00000	0	0.00000	15	0.00001	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Spirosoma sp. CJU-R4	2728024	S	135	0.00004	629	0.00005	210	0.00005	391	0.00003	294	0.00005	294	0.00002	816	0.00007	401	0.00005	89	0.00008	0	0.00000	259	0.00002	20	0.00004	89	0.00004	30	0.00010	373	0.00006	367	0.00002	0	0.00000	83	0.00006	78	0.00011	54	0.00003	45	0.00006	49	0.00003	470	0.00006	99	0.00004	114	0.00005	173	0.00002	342	0.00006	117	0.00006	139	0.00005	53	0.00003	239	0.00015	307	0.00010	101	0.00006	30	0.00001	0	0.00000	0	0.00000	0	0.00000
Cronobacter virus CR9	1914899	S	0	0.00000	46	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	14	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	21	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Thermobacillus composti	377615	S	97	0.00003	397	0.00003	209	0.00005	658	0.00006	147	0.00003	723	0.00006	522	0.00004	361	0.00004	146	0.00013	0	0.00000	234	0.00002	10	0.00002	29	0.00001	11	0.00004	1300	0.00020	142	0.00001	0	0.00000	30	0.00002	54	0.00008	45	0.00003	27	0.00004	21	0.00001	228	0.00003	75	0.00003	126	0.00006	208	0.00003	132	0.00002	86	0.00004	375	0.00013	63	0.00004	115	0.00007	63	0.00002	64	0.00004	13	0.00000	12	0.00001	0	0.00000	0	0.00000
Nitrincola sp. KXZD1103	2614693	S	11	0.00000	35	0.00000	0	0.00000	50	0.00000	29	0.00001	39	0.00000	35	0.00000	21	0.00000	0	0.00000	0	0.00000	99	0.00001	0	0.00000	12	0.00001	0	0.00000	37	0.00001	33	0.00000	0	0.00000	13	0.00001	0	0.00000	0	0.00000	13	0.00002	0	0.00000	40	0.00001	0	0.00000	0	0.00000	20	0.00000	0	0.00000	0	0.00000	17	0.00001	13	0.00001	15	0.00001	14	0.00000	0	0.00000	27	0.00001	0	0.00000	0	0.00000	0	0.00000
Halobacterium hubeiense	1407499	S	151	0.00004	269	0.00002	127	0.00003	166	0.00001	104	0.00002	235	0.00002	200	0.00002	226	0.00003	35	0.00003	0	0.00000	135	0.00001	0	0.00000	89	0.00004	31	0.00010	717	0.00011	165	0.00001	129	0.00075	0	0.00000	0	0.00000	124	0.00008	0	0.00000	24	0.00002	316	0.00004	61	0.00002	29	0.00001	70	0.00001	124	0.00002	0	0.00000	75	0.00003	99	0.00006	123	0.00008	232	0.00007	159	0.00009	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Pseudomonas mucidolens	46679	S	32	0.00001	151	0.00001	101	0.00003	95	0.00001	53	0.00001	101	0.00001	115	0.00001	158	0.00002	0	0.00000	0	0.00000	380	0.00003	10	0.00002	41	0.00002	0	0.00000	113	0.00002	118	0.00001	0	0.00000	24	0.00002	10	0.00001	17	0.00001	0	0.00000	0	0.00000	135	0.00002	21	0.00001	23	0.00001	64	0.00001	67	0.00001	0	0.00000	36	0.00001	25	0.00001	18	0.00001	13	0.00000	31	0.00002	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Rhizobium gallicum	56730	S	88	0.00003	617	0.00005	130	0.00003	584	0.00005	208	0.00004	637	0.00005	453	0.00004	537	0.00007	35	0.00003	0	0.00000	888	0.00008	14	0.00003	109	0.00005	0	0.00000	320	0.00005	513	0.00003	0	0.00000	20	0.00001	18	0.00003	51	0.00003	0	0.00000	33	0.00002	246	0.00003	59	0.00002	60	0.00003	302	0.00004	191	0.00003	46	0.00002	70	0.00002	72	0.00004	82	0.00005	51	0.00002	70	0.00004	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Actinomyces viscosus	1656	S	408	0.00012	3174	0.00024	914	0.00023	3327	0.00028	257	0.00005	3412	0.00026	1823	0.00015	346	0.00004	99	0.00009	162	0.00011	720	0.00007	35	0.00006	83	0.00004	14	0.00005	4336	0.00066	929	0.00005	0	0.00000	53	0.00004	42	0.00006	97	0.00006	33	0.00004	20	0.00001	1512	0.00020	145	0.00005	174	0.00008	299	0.00004	876	0.00016	90	0.00004	362	0.00013	171	0.00010	64	0.00004	358	0.00011	81	0.00005	38	0.00001	0	0.00000	29	0.00010	0	0.00000
Actinomyces sp. Chiba101	1851395	S	147	0.00004	625	0.00005	159	0.00004	654	0.00006	284	0.00005	441	0.00003	531	0.00004	208	0.00003	29	0.00003	39	0.00003	302	0.00003	37	0.00007	84	0.00004	0	0.00000	410	0.00006	554	0.00003	12	0.00007	50	0.00003	17	0.00002	16	0.00001	10	0.00001	16	0.00001	683	0.00009	108	0.00004	87	0.00004	232	0.00003	317	0.00006	69	0.00003	81	0.00003	67	0.00004	45	0.00003	110	0.00004	42	0.00002	10	0.00000	0	0.00000	0	0.00000	0	0.00000
Streptococcus phage SpSL1	1566990	S	0	0.00000	29	0.00000	0	0.00000	0	0.00000	0	0.00000	12	0.00000	23	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	21	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	20	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Streptomyces actuosus	1885	S	232	0.00007	790	0.00006	200	0.00005	757	0.00006	407	0.00008	813	0.00006	757	0.00006	975	0.00012	46	0.00004	22	0.00002	777	0.00007	31	0.00006	148	0.00006	41	0.00014	521	0.00008	992	0.00006	0	0.00000	61	0.00004	37	0.00005	102	0.00006	32	0.00004	78	0.00005	571	0.00008	342	0.00012	105	0.00005	248	0.00003	435	0.00008	101	0.00005	105	0.00004	133	0.00008	84	0.00005	1052	0.00034	110	0.00006	32	0.00001	0	0.00000	0	0.00000	0	0.00000
Microbacterium protaetiae	2509458	S	409	0.00012	4920	0.00038	299	0.00007	1349	0.00011	728	0.00014	1908	0.00015	2019	0.00016	1733	0.00021	173	0.00016	55	0.00004	1090	0.00010	85	0.00015	260	0.00011	62	0.00020	750	0.00011	2040	0.00012	25	0.00015	62	0.00004	47	0.00007	99	0.00006	122	0.00016	47	0.00003	958	0.00013	313	0.00011	496	0.00023	542	0.00007	874	0.00016	215	0.00010	90	0.00003	134	0.00008	144	0.00009	544	0.00017	188	0.00011	71	0.00001	13	0.00001	0	0.00000	0	0.00000
Synechococcus sp. BIOS-U3-1	1400865	S	0	0.00000	26	0.00000	13	0.00000	21	0.00000	0	0.00000	15	0.00000	25	0.00000	0	0.00000	0	0.00000	0	0.00000	24	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	15	0.00000	0	0.00000	0	0.00000	12	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	14	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
endosymbiont of Acanthamoeba sp. UWC8	86106	S	0	0.00000	48	0.00000	29	0.00001	26	0.00000	21	0.00000	33	0.00000	72	0.00001	25	0.00000	12	0.00001	0	0.00000	16	0.00000	0	0.00000	0	0.00000	0	0.00000	25	0.00000	15	0.00000	0	0.00000	14	0.00001	15	0.00002	0	0.00000	0	0.00000	10	0.00001	39	0.00001	13	0.00000	0	0.00000	40	0.00001	20	0.00000	0	0.00000	37	0.00001	0	0.00000	0	0.00000	0	0.00000	10	0.00001	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Nocardia seriolae	37332	S	212	0.00006	1101	0.00008	164	0.00004	1097	0.00009	527	0.00010	1211	0.00009	910	0.00007	1143	0.00014	92	0.00008	23	0.00002	968	0.00009	269	0.00048	301	0.00013	30	0.00010	450	0.00007	1265	0.00007	23	0.00013	45	0.00003	47	0.00007	81	0.00005	77	0.00010	96	0.00007	601	0.00008	197	0.00007	204	0.00010	334	0.00004	557	0.00010	120	0.00006	77	0.00003	134	0.00008	95	0.00006	1236	0.00039	189	0.00011	88	0.00002	0	0.00000	20	0.00007	0	0.00000
Aneurinibacillus sp. XH2	1450761	S	23	0.00001	51	0.00000	50	0.00001	77	0.00001	26	0.00000	66	0.00001	73	0.00001	61	0.00001	0	0.00000	0	0.00000	28	0.00000	0	0.00000	11	0.00000	0	0.00000	110	0.00002	38	0.00000	0	0.00000	0	0.00000	0	0.00000	11	0.00001	0	0.00000	19	0.00001	28	0.00000	30	0.00001	24	0.00001	32	0.00000	17	0.00000	11	0.00001	11	0.00000	0	0.00000	20	0.00001	10	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Mesorhizobium loti	381	S	510	0.00015	2415	0.00018	782	0.00020	2702	0.00023	890	0.00017	3396	0.00026	1930	0.00016	1847	0.00023	175	0.00016	104	0.00007	4739	0.00043	182	0.00033	550	0.00023	41	0.00014	1375	0.00021	2930	0.00017	0	0.00000	83	0.00006	130	0.00019	194	0.00012	49	0.00006	168	0.00012	1074	0.00014	452	0.00016	382	0.00018	1125	0.00014	901	0.00016	270	0.00013	338	0.00012	250	0.00015	192	0.00012	368	0.00012	152	0.00009	0	0.00000	0	0.00000	28	0.00009	15	0.00021
Arsenophonus endosymbiont of Aphis craccivora	1231049	S	47	0.00001	104	0.00001	23	0.00001	126	0.00001	0	0.00000	16	0.00000	364	0.00003	26	0.00000	0	0.00000	0	0.00000	17	0.00000	0	0.00000	0	0.00000	0	0.00000	33	0.00001	37	0.00000	0	0.00000	8091	0.00544	12	0.00002	0	0.00000	0	0.00000	0	0.00000	31	0.00000	14	0.00000	12	0.00001	26	0.00000	39	0.00001	0	0.00000	19	0.00001	0	0.00000	52	0.00003	12	0.00000	33	0.00002	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Thermococcus sibiricus	172049	S	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	72	0.00024	0	0.00000	0	0.00000	0	0.00000	31	0.00002	0	0.00000	0	0.00000	0	0.00000	65	0.00005	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	16	0.00001	0	0.00000	0	0.00000	15	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Vibrio mediterranei	689	S	14	0.00000	51	0.00000	13	0.00000	10	0.00000	14	0.00000	26	0.00000	44	0.00000	22	0.00000	0	0.00000	0	0.00000	30	0.00000	0	0.00000	18	0.00001	0	0.00000	32	0.00000	13	0.00000	0	0.00000	13	0.00001	0	0.00000	10	0.00001	0	0.00000	10	0.00001	57	0.00001	20	0.00001	0	0.00000	34	0.00000	32	0.00001	26	0.00001	19	0.00001	0	0.00000	10	0.00001	0	0.00000	17	0.00001	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Acidithiobacillus thiooxidans	930	S	0	0.00000	109	0.00001	49	0.00001	68	0.00001	34	0.00001	122	0.00001	83	0.00001	31	0.00000	0	0.00000	0	0.00000	53	0.00000	0	0.00000	22	0.00001	0	0.00000	47	0.00001	67	0.00000	0	0.00000	51	0.00003	0	0.00000	0	0.00000	0	0.00000	0	0.00000	32	0.00000	0	0.00000	21	0.00001	34	0.00000	26	0.00000	0	0.00000	0	0.00000	0	0.00000	23	0.00001	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Enterobacter sp. YSU	648691	S	0	0.00000	102	0.00001	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	70	0.00001	103	0.00008	0	0.00000	0	0.00000
Aminomonas paucivorans	81412	S	17	0.00000	100	0.00001	28	0.00001	57	0.00000	19	0.00000	63	0.00000	54	0.00000	55	0.00001	18	0.00002	0	0.00000	68	0.00001	0	0.00000	15	0.00001	15	0.00005	43	0.00001	77	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	32	0.00000	17	0.00001	0	0.00000	27	0.00000	46	0.00001	23	0.00001	15	0.00001	0	0.00000	14	0.00001	19	0.00001	12	0.00001	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Nocardiopsis alba	53437	S	1320	0.00038	2541	0.00019	338	0.00008	1420	0.00012	848	0.00016	1151	0.00009	1150	0.00009	2383	0.00029	60	0.00006	55	0.00004	772	0.00007	215	0.00039	196	0.00008	16	0.00005	1098	0.00017	1004	0.00006	15	0.00009	43	0.00003	59	0.00008	87	0.00005	30	0.00004	88	0.00006	859	0.00011	264	0.00009	269	0.00013	625	0.00008	727	0.00013	233	0.00011	152	0.00005	183	0.00011	102	0.00007	1577	0.00050	174	0.00010	31	0.00001	0	0.00000	15	0.00005	0	0.00000
Aeromonas sp. CU5	2033033	S	11	0.00000	45	0.00000	14	0.00000	45	0.00000	26	0.00000	47	0.00000	46	0.00000	50	0.00001	0	0.00000	0	0.00000	139	0.00001	0	0.00000	19	0.00001	0	0.00000	43	0.00001	45	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	43	0.00001	15	0.00001	0	0.00000	17	0.00000	30	0.00001	0	0.00000	0	0.00000	39	0.00002	12	0.00001	26	0.00001	19	0.00001	11	0.00000	0	0.00000	0	0.00000	0	0.00000
Corynebacterium ammoniagenes	1697	S	118	0.00003	1037	0.00008	322	0.00008	632	0.00005	1136	0.00021	533	0.00004	512	0.00004	330	0.00004	116	0.00011	95	0.00007	119	0.00001	83	0.00015	219	0.00009	65	0.00021	587	0.00009	333	0.00002	0	0.00000	16	0.00001	36	0.00005	3610	0.00223	69	0.00009	17	0.00001	335	0.00004	111	0.00004	488	0.00023	266	0.00003	195	0.00003	154	0.00007	154	0.00005	24	0.00001	114	0.00007	207	0.00007	84	0.00005	10	0.00000	0	0.00000	0	0.00000	0	0.00000
Streptomyces armeniacus	83291	S	346	0.00010	1331	0.00010	307	0.00008	1149	0.00010	541	0.00010	1477	0.00011	1292	0.00010	1443	0.00018	78	0.00007	52	0.00004	1027	0.00009	57	0.00010	242	0.00010	60	0.00020	916	0.00014	1350	0.00008	29	0.00017	130	0.00009	49	0.00007	94	0.00006	142	0.00019	142	0.00010	907	0.00012	478	0.00017	247	0.00012	471	0.00006	868	0.00015	150	0.00007	157	0.00006	260	0.00015	142	0.00009	2380	0.00076	151	0.00009	90	0.00002	28	0.00002	2414	0.00808	19	0.00026
Kangiella geojedonensis	914150	S	10	0.00000	23	0.00000	27	0.00001	18	0.00000	0	0.00000	19	0.00000	32	0.00000	11	0.00000	0	0.00000	0	0.00000	17	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	33	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	12	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	13	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Salinigranum rubrum	755307	S	52	0.00002	196	0.00002	54	0.00001	135	0.00001	66	0.00001	191	0.00001	191	0.00002	152	0.00002	19	0.00002	0	0.00000	107	0.00001	0	0.00000	53	0.00002	11	0.00004	648	0.00010	134	0.00001	87	0.00050	22	0.00001	11	0.00002	140	0.00009	20	0.00003	31	0.00002	298	0.00004	46	0.00002	23	0.00001	50	0.00001	141	0.00003	24	0.00001	47	0.00002	56	0.00003	34	0.00002	50	0.00002	41	0.00002	11	0.00000	0	0.00000	0	0.00000	0	0.00000
Pseudomonas brassicacearum	930166	S	52	0.00002	551	0.00004	176	0.00004	427	0.00004	270	0.00005	544	0.00004	425	0.00003	729	0.00009	42	0.00004	0	0.00000	683	0.00006	0	0.00000	62	0.00003	109	0.00036	311	0.00005	417	0.00002	0	0.00000	66	0.00004	0	0.00000	118	0.00007	252	0.00033	53	0.00004	516	0.00007	143	0.00005	57	0.00003	218	0.00003	274	0.00005	77	0.00004	99	0.00003	127	0.00008	67	0.00004	86	0.00003	59	0.00003	27	0.00001	21	0.00002	16	0.00005	0	0.00000
Bartonella tribocorum	85701	S	0	0.00000	89	0.00001	131	0.00003	34	0.00000	0	0.00000	137	0.00001	219	0.00002	74	0.00001	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	37	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	47	0.00001	0	0.00000	0	0.00000	0	0.00000	89	0.00002	0	0.00000	55	0.00002	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Corynebacterium callunae	1721	S	154	0.00004	587	0.00004	173	0.00004	475	0.00004	99	0.00002	283	0.00002	424	0.00003	198	0.00002	46	0.00004	79	0.00006	190	0.00002	37	0.00007	48	0.00002	0	0.00000	353	0.00005	438	0.00003	0	0.00000	73	0.00005	34	0.00005	55	0.00003	0	0.00000	14	0.00001	218	0.00003	51	0.00002	67	0.00003	165	0.00002	198	0.00004	44	0.00002	107	0.00004	47	0.00003	57	0.00004	74	0.00002	53	0.00003	16	0.00000	0	0.00000	32	0.00011	0	0.00000
Saccharomonospora marina	632569	S	319	0.00009	1273	0.00010	398	0.00010	1295	0.00011	731	0.00014	1598	0.00012	1183	0.00010	2451	0.00030	101	0.00009	32	0.00002	991	0.00009	90	0.00016	320	0.00014	18	0.00006	861	0.00013	1952	0.00011	14	0.00008	47	0.00003	57	0.00008	99	0.00006	106	0.00014	236	0.00016	1197	0.00016	294	0.00010	266	0.00012	444	0.00006	810	0.00014	174	0.00008	187	0.00007	270	0.00016	157	0.00010	9823	0.00314	145	0.00008	33	0.00001	0	0.00000	30	0.00010	0	0.00000
Francisella philomiragia	28110	S	48	0.00001	102	0.00001	69	0.00002	68	0.00001	34	0.00001	129	0.00001	120	0.00001	60	0.00001	0	0.00000	0	0.00000	43	0.00000	0	0.00000	0	0.00000	0	0.00000	70	0.00001	14	0.00000	0	0.00000	19	0.00001	0	0.00000	0	0.00000	0	0.00000	31	0.00002	78	0.00001	40	0.00001	0	0.00000	104	0.00001	57	0.00001	0	0.00000	67	0.00002	0	0.00000	26	0.00002	58	0.00002	103	0.00006	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Corynebacterium humireducens	1223514	S	297	0.00009	2080	0.00016	757	0.00019	1609	0.00014	597	0.00011	1448	0.00011	932	0.00008	545	0.00007	265	0.00024	159	0.00011	535	0.00005	58	0.00010	302	0.00013	65	0.00021	919	0.00014	1067	0.00006	12	0.00007	83	0.00006	102	0.00015	160	0.00010	24	0.00003	82	0.00006	768	0.00010	383	0.00014	336	0.00016	489	0.00006	536	0.00010	262	0.00013	467	0.00016	88	0.00005	233	0.00015	587	0.00019	158	0.00009	87	0.00002	0	0.00000	20	0.00007	0	0.00000
